filename,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_var,chroma_cq_mean,chroma_cq_var,chroma_cens_mean,chroma_cens_var,melspectrogram_mean,melspectrogram_var,mfcc_mean,mfcc_var,mfcc_delta_mean,mfcc_delta_var,rmse_mean,rmse_var,cent_mean,cent_var,spec_bw_mean,spec_bw_var,contrast_mean,contrast_var,rolloff_mean,rolloff_var,poly_mean,poly_var,tonnetz_mean,tonnetz_var,zcr_mean,zcr_var,harm_mean,harm_var,perc_mean,perc_var,frame_mean,frame_var,mfcc0_mean,mfcc0_var,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var
record.wav,112.34714673913044,51,25.5,0.47836134,0.11105752,0.57954735,0.09164573,0.26803663,0.011489699,0.021869335,0.13635476,-31.760332,21813.945,0.005950464,35.27598,0.018716525,0.0014125567,1888.2345919612371,2148004.7071166337,1716.5954640815103,1228616.385715977,13.910324547246875,116.48005975716067,3635.874310661765,3635.874310661765,0.0952544157058608,0.0952544157058608,-0.011957420879726368,0.004303555066505393,0.1313891441993464,0.011005208220240082,7.8663405e-09,3.045273e-05,-5.607393e-05,0.0016774563,1.6393287981859412,0.701369081730349,-654.87476,14548.309,48.073524,5514.137,2.9833908,1713.3342,13.690139,1000.86456,4.628593,347.59924,-6.750871,462.24362,-4.017444,341.3577,-3.7369888,170.39513,-4.5937543,168.74614,-3.9544244,80.759705,-2.583236,55.390205,-0.56856185,30.693624,-1.612567,50.35794,-3.6019316,60.670784,-1.8894594,76.82953,-4.068466,46.232433,-4.134901,53.040028,-0.942353,35.105545,-3.5297122,54.78144,-3.7228518,53.242016
